Close,High,Low,Open,Volume,EMA_20,RSI,MACD,ATR
TSLA,TSLA,TSLA,TSLA,TSLA,,,,
0.0005088102738631762,0.00048390590844542324,0.0005142059285717293,0.00044684495804967134,0.00573328313079679,0.0002237103628431815,0.33431128564926305,0.39543677248859405,0.004525137170315487
0.00044847232678761487,0.0004806806785840594,0.0004301529655594211,0.000482593507709371,0.008179834693350738,0.00021856038897839075,0.32437557410245843,0.395442304774794,0.003672059060223637
0.0003816075595922683,0.00040970860423450656,0.0003559887424498453,0.0003899746162518013,0.005070675415938428,0.000206710802024702,0.31532498745135007,0.3954141949661583,0.003021314252635788
0.0005414280442893448,0.0004951979625567077,0.0004845400035659582,0.00043872137064488283,0.009858550516850459,0.00021317552681891522,0.40424282591529637,0.3954843087253494,0.0025619649335516595
0.0007093990348548875,0.0006532731638811467,0.0005652976040513001,0.0005199650896392932,0.018283369204032205,0.00023708678151981768,0.5398118166064964,0.3956332255686702,0.00214636222575403
0.0005968736465722315,0.0006903742676458626,0.0005702418266514534,0.000674329230776901,0.013063072691190277,0.00024662071965731846,0.6594513256096106,0.3956877170115978,0.002102615370008867
0.00046477858750864883,0.0005887538566983286,0.0004383949083059482,0.00060770936376827,0.01114266124961567,0.00024104224813138427,0.6313461645938111,0.3956586223506156,0.0020410953915612423
0.0003245303980845492,0.000364543272094378,0.0003510442251472663,0.000373724826460049,0.010249867231828847,0.0002209139235112888,0.5320351932373835,0.39556144546634353,0.001983676696118393
0.00032616195730938166,0.00033550899257958275,0.00033950927749318034,0.00034122757130514506,0.011413952249495644,0.00020287802664021573,0.5354403886074932,0.3954906856175929,0.0019098506685284661
0.00023320623980765173,0.0002822791436335407,0.00023567942408025955,0.000300604404316852,0.019118616646086915,0.00017656414136628688,0.524440614060335,0.3953893835395016,0.0017854427209498577
4.892403114720211e-05,0.0001580775087684466,7.581337788518851e-05,0.00014461490648042148,0.011165679879908515,0.0001329401482635822,0.42851108448067377,0.3952160796762735,0.0016200234100754776
0.0,0.0,0.0,0.0,0.009412975601896075,8.82099334889243e-05,0.3318246850883001,0.39506352868699357,0.001347969518783614
0.00011741773307533078,8.871689562757207e-05,4.449859280623077e-05,6.17452496800377e-05,0.00847578851140162,6.03658758766318e-05,0.36754249955665175,0.3950193808796816,0.001271411910082919
0.0001924353390209666,0.00014517168600447668,0.00014338422361899862,0.00010561738674452628,0.006039102076116034,4.324040924950619e-05,0.3525252138442976,0.3950355955319588,0.0011251317569250482
0.0002527759105885783,0.00024195309843796226,0.00022908604670449344,0.00018848704354490963,0.005415954870331123,3.423446792838198e-05,0.3014395205466569,0.39508981571034496,0.000955609207376581
0.00019080377979613415,0.00027260114660544255,0.00019942041640114844,0.0002908551696596657,0.007938139075275852,1.9422262368265844e-05,0.354276118323562,0.3951057748264503,0.0008995582581584275
